gid,lon,lat,인구,LISA_I,LISA유형,Gi_z
라라083641,127.591474,34.972209,71,0.0102,HH,0.192
라라083642,127.591475,34.973111,40,0.0059,HH,0.347
라라083643,127.591476,34.974013,60,0.0631,HH,0.838
라라083644,127.591477,34.974915,71,0.106,HH,1.002
라라083645,127.591478,34.975816,78,0.1315,HH,1.06
라라083646,127.591479,34.976718,64,0.1633,HH,1.795
라라083647,127.59148,34.97762,110,0.5898,HH,2.631
라라083648,127.591481,34.978522,160,1.0838,HH,2.678
라라083651,127.591484,34.981227,13,-0.0784,LH,0.54
라라083652,127.591485,34.982129,87,0.0947,HH,0.54
라라083657,127.59149,34.986637,12,0.0272,LL,-0.307
라라083666,127.591499,34.994753,0,0.0889,LL,-0.422
라라083667,127.5915,34.995655,0,0.0889,LL,-0.422
라라083672,127.591505,35.000163,0,0.0,이웃없음,-0.298
라라083691,127.591524,35.017297,0,0.0618,LL,-0.504
라라083693,127.591526,35.0191,7,0.0585,LL,-0.422
라라083697,127.59153,35.022707,0,0.0682,LL,-0.373
라라083717,127.591551,35.040742,0,0.0,이웃없음,-0.298
라라083720,127.591554,35.043447,0,0.0541,LL,-0.382
라라083724,127.591558,35.047054,9,0.0,이웃없음,-0.22
라라083729,127.591563,35.051563,0,0.0,이웃없음,-0.298
라라084618,127.592546,34.951468,0,0.0695,LL,-0.551
라라084619,127.592547,34.95237,7,0.0335,LL,-0.385
라라084620,127.592548,34.953272,42,-0.0092,HL,-0.265
라라084621,127.592549,34.954174,29,0.0041,LL,-0.194
라라084622,127.59255,34.955075,22,0.0129,LL,-0.233
라라084640,127.592569,34.971307,55,0.0054,HH,0.133
라라084641,127.59257,34.972209,54,0.008,HH,0.177
라라084642,127.592571,34.97311,65,0.0304,HH,0.361
라라084643,127.592572,34.974012,40,0.0153,HH,0.75
라라084644,127.592573,34.974914,173,0.2534,HH,0.921
라라084645,127.592574,34.975816,46,0.0364,HH,0.868
라라084646,127.592575,34.976717,57,0.1007,HH,1.351
라라084647,127.592576,34.977619,345,1.025,HH,1.896
라라084648,127.592577,34.978521,142,0.9571,HH,2.26
라라084689,127.592619,35.015492,6,0.0734,LL,-0.486
라라084690,127.59262,35.016394,0,0.0837,LL,-0.57
라라084703,127.592633,35.028117,0,0.0889,LL,-0.422
라라084708,127.592638,35.032625,0,0.0,이웃없음,-0.298
라라084720,127.59265,35.043446,12,0.0445,LL,-0.441
라라084721,127.592651,35.044348,15,0.0386,LL,-0.485
라라085617,127.593641,34.950566,0,0.0747,LL,-0.462
라라085618,127.593642,34.951468,11,0.0522,LL,-0.551
라라085619,127.593643,34.952369,12,0.0291,LL,-0.385
라라085620,127.593644,34.953271,26,0.0084,LL,-0.265
라라085621,127.593645,34.954173,16,0.0101,LL,-0.194
라라085622,127.593646,34.955075,17,0.0159,LL,-0.233
라라085640,127.593664,34.971306,0,-0.0515,LH,0.027
라라085642,127.593666,34.973109,22,-0.0173,LH,0.186
라라085646,127.59367,34.976716,18,-0.0955,LH,1.135
라라085647,127.593671,34.977618,0,-0.273,LH,1.506
라라085660,127.593685,34.989341,0,0.0,이웃없음,-0.298
라라085689,127.593715,35.015491,0,0.0811,LL,-0.486
라라085703,127.593729,35.028116,0,0.0889,LL,-0.422
라라085705,127.593731,35.029919,0,0.0,이웃없음,-0.298
라라085721,127.593748,35.044347,9,0.0476,LL,-0.485
라라085722,127.593749,35.045249,11,0.0465,LL,-0.445
라라086557,127.594674,34.89646,0,0.0,이웃없음,-0.298
라라086624,127.594743,34.956877,6,0.0564,LL,-0.407
라라086686,127.594808,35.012785,0,0.0,이웃없음,-0.298
라라086722,127.594845,35.045248,0,0.0631,LL,-0.417
라라086788,127.594914,35.104762,0,0.0889,LL,-0.516
라라087624,127.595838,34.956876,7,0.038,LL,-0.423
라라087625,127.595839,34.957778,9,0.0343,LL,-0.377
라라087653,127.595869,34.983027,0,0.0889,LL,-0.422
라라087689,127.595907,35.01549,0,0.0631,LL,-0.467
라라087690,127.595908,35.016391,0,0.0695,LL,-0.551
라라087746,127.595967,35.066889,0,0.0,이웃없음,-0.298
라라087770,127.595992,35.08853,0,0.0751,LL,-0.527
라라087771,127.595993,35.089432,0,0.0751,LL,-0.527
라라087774,127.595996,35.092137,0,0.0889,LL,-0.596
라라087776,127.595999,35.093941,0,0.0889,LL,-0.516
라라087785,127.596008,35.102056,9,0.0657,LL,-0.557
라라087786,127.596009,35.102958,0,0.0811,LL,-0.557
라라087787,127.59601,35.10386,0,0.0889,LL,-0.596
라라087788,127.596011,35.104761,0,0.0889,LL,-0.516
라라088623,127.596933,34.955974,12,0.0231,LL,-0.3
라라088624,127.596934,34.956875,34,0.0008,LL,-0.44
라라088625,127.596935,34.957777,19,0.0196,LL,-0.353
라라088631,127.596941,34.963188,0,0.0,이웃없음,-0.298
라라088653,127.596965,34.983026,0,0.0889,LL,-0.422
라라088655,127.596967,34.98483,0,0.0,이웃없음,-0.298
라라088657,127.596969,34.986633,0,0.0,이웃없음,-0.298
라라088660,127.596972,34.989338,0,0.0682,LL,-0.437
라라088689,127.597003,35.015489,15,0.0392,LL,-0.544
라라088690,127.597004,35.016391,15,0.0412,LL,-0.568
라라088691,127.597005,35.017292,0,0.0695,LL,-0.442
라라088722,127.597038,35.045246,16,0.038,LL,-0.367
라라088743,127.59706,35.064183,0,0.0889,LL,-0.422
라라088770,127.597089,35.088529,9,0.063,LL,-0.674
라라088771,127.59709,35.089431,7,0.0662,LL,-0.605
라라088773,127.597092,35.091235,0,0.0889,LL,-0.516
라라088774,127.597093,35.092136,0,0.0889,LL,-0.667
라라088775,127.597095,35.093038,0,0.0889,LL,-0.731
라라088776,127.597096,35.09394,0,0.0889,LL,-0.596
라라088778,127.597098,35.095743,0,0.0889,LL,-0.422
라라088779,127.597099,35.096645,0,0.0889,LL,-0.516
라라088781,127.597101,35.098448,0,0.0889,LL,-0.596
라라088782,127.597102,35.09935,0,0.0889,LL,-0.596
라라088784,127.597104,35.101154,0,0.0842,LL,-0.699
라라088785,127.597105,35.102055,0,0.085,LL,-0.76
라라089623,127.598028,34.955973,13,0.0253,LL,-0.327
라라089624,127.598029,34.956875,29,0.0082,LL,-0.41
라라089625,127.59803,34.957776,9,0.0266,LL,-0.315
라라089633,127.598039,34.96499,0,0.0,이웃없음,-0.298
라라089642,127.598048,34.973106,0,0.0,이웃없음,-0.298
라라089651,127.598058,34.981222,0,0.0889,LL,-0.422
라라089660,127.598068,34.989337,9,0.0523,LL,-0.467
라라089661,127.598069,34.990239,7,0.0146,LL,-0.222
라라089662,127.59807,34.991141,20,-0.0077,LH,0.074
라라089663,127.598071,34.992043,43,0.0128,HH,0.298
라라089685,127.598095,35.011881,0,0.0,이웃없음,-0.298
라라089687,127.598097,35.013684,0,0.0708,LL,-0.379
라라089688,127.598098,35.014586,7,0.0496,LL,-0.432
라라089689,127.598099,35.015488,16,0.0306,LL,-0.367
라라089722,127.598134,35.045245,14,0.0421,LL,-0.558
라라089723,127.598136,35.046147,0,0.0585,LL,-0.522
라라089726,127.598139,35.048852,6,0.0,이웃없음,-0.246
라라089729,127.598142,35.051557,0,0.0889,LL,-0.422
라라089739,127.598153,35.060575,0,0.0,이웃없음,-0.298
라라089741,127.598155,35.062378,0,0.0889,LL,-0.422
라라089742,127.598156,35.06328,0,0.0889,LL,-0.516
라라089769,127.598185,35.087627,0,0.0811,LL,-0.557
라라089771,127.598187,35.08943,0,0.0682,LL,-0.437
라라089775,127.598192,35.093037,0,0.0837,LL,-0.695
라라089780,127.598197,35.097546,0,0.0889,LL,-0.667
라라089781,127.598198,35.098448,0,0.0889,LL,-0.596
라라089783,127.5982,35.100251,0,0.0889,LL,-0.667
라라089784,127.598201,35.101153,0,0.0858,LL,-0.766
라라089785,127.598202,35.102054,0,0.0858,LL,-0.766
라라089786,127.598204,35.102956,0,0.0828,LL,-0.566
라라090624,127.599124,34.956874,0,0.0451,LL,-0.376
라라090636,127.599137,34.967695,0,0.0,이웃없음,-0.298
라라090651,127.599154,34.981221,0,0.0889,LL,-0.516
라라090661,127.599164,34.990238,14,0.0047,LL,-0.127
라라090662,127.599166,34.99114,94,-0.0441,HL,-0.031
라라090663,127.599167,34.992042,50,0.0052,HH,0.134
라라090721,127.59923,35.044343,0,0.0567,LL,-0.392
라라090722,127.599231,35.045244,11,0.0528,LL,-0.614
라라090723,127.599232,35.046146,8,0.0544,LL,-0.579
라라090724,127.599233,35.047048,10,0.053,LL,-0.543
라라090729,127.599239,35.051557,0,0.0889,LL,-0.596
라라090731,127.599241,35.05336,0,0.0889,LL,-0.516
라라090732,127.599242,35.054262,0,0.0889,LL,-0.516
라라090768,127.599281,35.086724,0,0.0828,LL,-0.566
라라090769,127.599282,35.087626,0,0.0828,LL,-0.566
라라090775,127.599289,35.093036,10,0.0631,LL,-0.467
라라090776,127.59929,35.093938,0,0.0803,LL,-0.553
라라090779,127.599293,35.096643,0,0.0889,LL,-0.516
라라090784,127.599299,35.101152,0,0.0843,LL,-0.64
라라090785,127.5993,35.102054,7,0.0708,LL,-0.64
라라091652,127.60025,34.982122,0,0.0889,LL,-0.422
라라091662,127.600261,34.991139,27,-0.0043,LH,0.091
라라091663,127.600262,34.992041,11,-0.0145,LH,0.037
라라091723,127.600328,35.046145,0,0.064,LL,-0.471
라라091725,127.600331,35.047949,14,0.044,LL,-0.524
라라091726,127.600332,35.04885,0,0.0657,LL,-0.48
라라091729,127.600335,35.051556,0,0.0889,LL,-0.516
라라091730,127.600336,35.052457,0,0.0889,LL,-0.596
라라091733,127.60034,35.055163,0,0.0889,LL,-0.422
라라091765,127.600375,35.084018,0,0.0,이웃없음,-0.298
라라091769,127.600379,35.087625,7,0.0708,LL,-0.481
라라091777,127.600388,35.094839,0,0.0889,LL,-0.596
라라091778,127.600389,35.095741,0,0.0889,LL,-0.667
라라091787,127.600399,35.103856,0,0.0,이웃없음,-0.298
라라091789,127.600401,35.10566,0,0.0889,LL,-0.422
라라092629,127.60132,34.961381,0,0.0,이웃없음,-0.298
라라092634,127.601326,34.965889,12,0.0529,LL,-0.427
라라092635,127.601327,34.966791,0,0.0657,LL,-0.427
라라092648,127.601342,34.978514,0,0.0,이웃없음,-0.298
라라092655,127.601349,34.984826,12,0.0,이웃없음,-0.194
라라092657,127.601352,34.98663,0,0.0,이웃없음,-0.298
라라092664,127.601359,34.992942,0,0.0657,LL,-0.427
라라092669,127.601365,34.99745,0,0.0889,LL,-0.422
라라092725,127.601427,35.047948,13,0.0498,LL,-0.562
라라092726,127.601428,35.04885,0,0.0657,LL,-0.48
라라092757,127.601463,35.076803,0,0.0682,LL,-0.437
라라092778,127.601486,35.09574,0,0.0889,LL,-0.596
라라092779,127.601487,35.096641,0,0.0889,LL,-0.596
라라092789,127.601499,35.105659,0,0.0889,LL,-0.422
라라093634,127.602421,34.965888,6,0.0493,LL,-0.423
라라093638,127.602426,34.969495,0,0.0,이웃없음,-0.298
라라093651,127.60244,34.981218,0,0.0,이웃없음,-0.298
라라093661,127.602452,34.990236,16,0.0414,LL,-0.392
라라093662,127.602453,34.991137,9,0.0352,LL,-0.269
라라093665,127.602456,34.993843,7,0.0677,LL,-0.617
라라093666,127.602457,34.994744,6,0.0684,LL,-0.54
라라093667,127.602458,34.995646,0,0.0777,LL,-0.54
라라093670,127.602462,34.998351,0,0.065,LL,-0.524
라라093671,127.602463,34.999253,20,0.0292,LL,-0.474
라라093672,127.602464,35.000155,19,0.027,LL,-0.466
라라093673,127.602465,35.001056,15,0.0371,LL,-0.47
라라093674,127.602466,35.001958,7,0.0537,LL,-0.458
라라093720,127.602518,35.043438,0,0.0,이웃없음,-0.298
라라093723,127.602521,35.046143,0,0.0889,LL,-0.422
라라093724,127.602523,35.047045,0,0.0721,LL,-0.452
라라093757,127.60256,35.076802,9,0.0523,LL,-0.524
라라093758,127.602561,35.077704,7,0.0552,LL,-0.572
라라093763,127.602567,35.082213,0,0.0,이웃없음,-0.298
라라093780,127.602586,35.097542,0,0.0889,LL,-0.516
라라094630,127.603512,34.96228,0,0.0889,LL,-0.422
라라094631,127.603513,34.963182,0,0.0811,LL,-0.486
라라094632,127.603515,34.964084,6,0.0457,LL,-0.402
라라094633,127.603516,34.964986,22,0.0217,LL,-0.408
라라094643,127.603527,34.974003,0,0.033,LL,-0.315
라라094644,127.603528,34.974905,31,0.0063,LL,-0.441
라라094645,127.603529,34.975807,17,0.0238,LL,-0.35
라라094649,127.603534,34.979414,0,0.0,이웃없음,-0.298
라라094654,127.603539,34.983922,0,0.0708,LL,-0.379
라라094660,127.603546,34.989333,0,0.064,LL,-0.471
라라094664,127.603551,34.99294,0,0.0708,LL,-0.379
라라094666,127.603553,34.994743,0,0.0777,LL,-0.54
라라094668,127.603555,34.996547,7,0.0667,LL,-0.54
라라094669,127.603557,34.997449,6,0.0697,LL,-0.617
라라094671,127.603559,34.999252,11,0.0491,LL,-0.626
라라094672,127.60356,35.000154,0,0.0535,LL,-0.55
라라094673,127.603561,35.001056,10,0.0448,LL,-0.599
라라094675,127.603563,35.002859,0,0.0695,LL,-0.442
라라094681,127.60357,35.008269,6,0.0394,LL,-0.327
라라094682,127.603571,35.009171,12,0.0434,LL,-0.432
라라094711,127.603604,35.035322,0,0.0,이웃없음,-0.298
라라094718,127.603612,35.041634,0,0.0889,LL,-0.516
라라094757,127.603657,35.076801,7,0.0585,LL,-0.6
라라094758,127.603658,35.077703,14,0.0449,LL,-0.642
라라094759,127.603659,35.078605,8,0.0579,LL,-0.555
라라094760,127.60366,35.079507,0,0.082,LL,-0.562
라라094779,127.603682,35.09664,0,0.0889,LL,-0.422
라라095633,127.604611,34.964985,17,0.0263,LL,-0.416
라라095634,127.604612,34.965887,16,0.0291,LL,-0.438
라라095638,127.604617,34.969494,0,0.0,이웃없음,-0.298
라라095643,127.604623,34.974002,0,0.0391,LL,-0.41
라라095644,127.604624,34.974904,34,0.0009,LL,-0.552
라라095645,127.604625,34.975806,0,0.0464,LL,-0.466
라라095646,127.604626,34.976708,0,0.0743,LL,-0.523
라라095651,127.604632,34.981216,0,0.0,이웃없음,-0.298
라라095655,127.604636,34.984823,7,0.0633,LL,-0.519
라라095658,127.60464,34.987528,0,0.0571,LL,-0.436
라라095659,127.604641,34.98843,6,0.0599,LL,-0.645
라라095660,127.604642,34.989332,7,0.0518,LL,-0.497
라라095668,127.604651,34.996546,0,0.0721,LL,-0.452
라라095670,127.604654,34.998349,0,0.067,LL,-0.432
라라095672,127.604656,35.000153,0,0.0672,LL,-0.582
라라095673,127.604657,35.001055,21,0.0311,LL,-0.593
라라095674,127.604658,35.001956,8,0.0529,LL,-0.516
라라095682,127.604667,35.00917,20,0.0254,LL,-0.508
라라095683,127.604668,35.010072,0,0.0476,LL,-0.448
라라095684,127.60467,35.010974,0,0.0541,LL,-0.382
라라095690,127.604676,35.016384,0,0.0889,LL,-0.422
라라095708,127.604697,35.032616,0,0.0811,LL,-0.486
라라095717,127.604708,35.040731,0,0.0889,LL,-0.596
라라095718,127.604709,35.041633,0,0.0889,LL,-0.516
라라095755,127.604751,35.074997,0,0.0889,LL,-0.516
라라095756,127.604752,35.075899,0,0.0852,LL,-0.706
라라095757,127.604754,35.076801,0,0.0753,LL,-0.586
라라095759,127.604756,35.078604,0,0.0747,LL,-0.582
라라095761,127.604758,35.080407,0,0.0889,LL,-0.516
라라095833,127.604841,35.145332,0,0.0,이웃없음,-0.298
라라096595,127.605663,34.930717,0,0.0889,LL,-0.422
라라096605,127.605674,34.939735,0,0.0889,LL,-0.516
라라096606,127.605675,34.940637,0,0.0889,LL,-0.516
라라096608,127.605678,34.94244,0,0.0,이웃없음,-0.298
라라096610,127.60568,34.944244,0,0.0,이웃없음,-0.298
라라096614,127.605684,34.947851,0,0.0889,LL,-0.516
라라096633,127.605706,34.964984,0,0.0365,LL,-0.333
라라096634,127.605708,34.965886,28,0.0127,LL,-0.431
라라096635,127.605709,34.966787,0,0.0511,LL,-0.406
라라096641,127.605716,34.972198,10,0.0256,LL,-0.311
라라096642,127.605717,34.9731,14,0.0252,LL,-0.39
라라096643,127.605718,34.974001,20,0.0171,LL,-0.382
라라096644,127.605719,34.974903,17,0.0282,LL,-0.549
라라096645,127.60572,34.975805,0,0.0562,LL,-0.541
라라096655,127.605732,34.984822,0,0.0657,LL,-0.427
라라096656,127.605733,34.985724,11,0.0544,LL,-0.427
라라096658,127.605735,34.987528,0,0.065,LL,-0.524
라라096659,127.605737,34.988429,31,0.0084,LL,-0.645
라라096660,127.605738,34.989331,0,0.0605,LL,-0.497
라라096673,127.605753,35.001054,0,0.064,LL,-0.471
라라096681,127.605762,35.008268,0,0.0537,LL,-0.419
라라096682,127.605763,35.009169,21,0.0245,LL,-0.521
라라096683,127.605764,35.010071,27,0.0149,LL,-0.593
라라096689,127.605771,35.015482,0,0.0889,LL,-0.516
라라096708,127.605793,35.032615,0,0.0837,LL,-0.57
라라096709,127.605795,35.033516,6,0.0734,LL,-0.57
라라096711,127.605797,35.03532,0,0.0511,LL,-0.406
라라096712,127.605798,35.036222,7,0.0486,LL,-0.515
라라096713,127.605799,35.037123,8,0.0333,LL,-0.333
라라096715,127.605802,35.038927,0,0.0889,LL,-0.422
라라096716,127.605803,35.039828,0,0.0889,LL,-0.516
라라096755,127.605848,35.074996,0,0.0889,LL,-0.596
라라096757,127.60585,35.0768,0,0.0889,LL,-0.516
라라096759,127.605853,35.078603,0,0.0889,LL,-0.422
라라096762,127.605856,35.081308,0,0.0889,LL,-0.422
라라097595,127.606757,34.930716,0,0.0889,LL,-0.422
라라097601,127.606764,34.936127,0,0.0,이웃없음,-0.298
라라097605,127.606769,34.939734,0,0.0889,LL,-0.516
라라097614,127.60678,34.94785,0,0.0889,LL,-0.516
라라097615,127.606781,34.948751,0,0.0889,LL,-0.516
라라097622,127.606789,34.955064,0,0.0889,LL,-0.422
라라097623,127.60679,34.955965,0,0.0811,LL,-0.486
라라097627,127.606795,34.959572,0,0.0889,LL,-0.516
라라097628,127.606796,34.960474,0,0.0889,LL,-0.516
라라097636,127.606805,34.967688,0,0.0889,LL,-0.516
라라097640,127.60681,34.971295,14,0.0219,LL,-0.325
라라097641,127.606811,34.972197,25,0.01,LL,-0.33
라라097642,127.606812,34.973099,29,0.0055,LL,-0.324
라라097643,127.606814,34.974,24,-0.0277,LH,0.786
라라097644,127.606815,34.974902,13,-0.0478,LH,0.624
라라097645,127.606816,34.975804,12,-0.0717,LH,0.763
라라097659,127.606832,34.988428,0,0.0622,LL,-0.462
라라097671,127.606846,34.999249,0,0.0,이웃없음,-0.298
라라097677,127.606853,35.00466,0,0.0,이웃없음,-0.298
라라097682,127.606859,35.009168,0,0.0489,LL,-0.427
라라097683,127.60686,35.01007,14,0.0381,LL,-0.512
라라097684,127.606862,35.010972,0,0.0537,LL,-0.419
라라097689,127.606867,35.015481,0,0.0889,LL,-0.516
라라097691,127.60687,35.017284,0,0.0889,LL,-0.422
라라097709,127.606891,35.033515,0,0.0811,LL,-0.486
라라097711,127.606893,35.035319,0,0.0569,LL,-0.512
라라097712,127.606894,35.036221,37,-0.0053,HL,-0.644
라라097713,127.606896,35.037122,9,0.0409,LL,-0.505
라라097719,127.606903,35.042533,0,0.0889,LL,-0.516
라라097754,127.606944,35.074093,0,0.0889,LL,-0.422
라라098607,127.607867,34.941536,0,0.0,이웃없음,-0.298
라라098617,127.607878,34.950554,0,0.0,이웃없음,-0.298
라라098624,127.607887,34.956866,6,0.0432,LL,-0.459
라라098625,127.607888,34.957768,0,0.0468,LL,-0.385
라라098627,127.60789,34.959571,0,0.0889,LL,-0.516
라라098635,127.6079,34.966785,0,0.0889,LL,-0.516
라라098639,127.607904,34.970392,15,0.036,LL,-0.458
라라098640,127.607906,34.971294,8,-0.0554,LH,0.462
라라098641,127.607907,34.972196,43,0.0989,HH,3.62
라라098642,127.607908,34.973098,25,-0.1375,LH,4.444
라라098643,127.607909,34.973999,8,-0.5947,LH,6.857
라라098644,127.60791,34.974901,433,2.9827,HH,3.461
라라098645,127.607911,34.975803,0,-0.3597,LH,2.883
라라098646,127.607913,34.976705,0,0.0605,LL,-0.497
라라098665,127.607935,34.993838,0,0.0889,LL,-0.596
라라098674,127.607946,35.001953,0,0.0,이웃없음,-0.298
라라098684,127.607958,35.010971,0,0.0708,LL,-0.447
라라098690,127.607965,35.016381,0,0.0889,LL,-0.596
라라098699,127.607975,35.024497,0,0.0,이웃없음,-0.298
라라098711,127.60799,35.035318,0,0.0534,LL,-0.454
라라098712,127.607991,35.03622,18,0.0319,LL,-0.605
라라098713,127.607992,35.037121,8,0.042,LL,-0.535
라라098714,127.607993,35.038023,0,0.0592,LL,-0.489
라라098718,127.607998,35.04163,0,0.0889,LL,-0.422
라라098720,127.608,35.043433,0,0.0889,LL,-0.422
라라099589,127.60894,34.925304,0,0.0,이웃없음,-0.298
라라099595,127.608947,34.930714,0,0.0,이웃없음,-0.298
라라099610,127.608965,34.944241,0,0.0889,LL,-0.516
라라099611,127.608966,34.945142,0,0.0889,LL,-0.596
라라099612,127.608968,34.946044,0,0.0889,LL,-0.667
라라099613,127.608969,34.946946,0,0.0766,LL,-0.593
라라099614,127.60897,34.947848,8,0.0584,LL,-0.559
라라099619,127.608976,34.952356,0,0.0438,LL,-0.342
라라099620,127.608977,34.953258,25,0.0161,LL,-0.388
라라099621,127.608978,34.95416,13,0.0181,LL,-0.275
라라099622,127.60898,34.955062,23,0.0088,LL,-0.222
라라099623,127.608981,34.955963,28,0.0078,LL,-0.307
라라099624,127.608982,34.956865,7,0.033,LL,-0.381
라라099625,127.608983,34.957767,36,-0.0033,HL,-0.45
라라099634,127.608994,34.965883,0,0.0889,LL,-0.516
라라099637,127.608997,34.968588,353,12.0521,HH,7.948
라라099638,127.608999,34.96949,9,-0.3883,LH,3.056
라라099640,127.609001,34.971293,8,-0.0321,LH,0.266
라라099641,127.609002,34.972195,270,3.5055,HH,5.277
라라099642,127.609003,34.973097,1144,17.2919,HH,8.013
라라099643,127.609005,34.973998,284,8.2823,HH,10.974
라라099644,127.609006,34.9749,729,9.9962,HH,6.249
라라099645,127.609007,34.975802,8,-0.3815,LH,3.695
라라099646,127.609008,34.976704,24,0.0255,LL,-0.543
라라099657,127.609021,34.986623,0,0.0768,LL,-0.536
라라099658,127.609023,34.987525,7,0.0636,LL,-0.447
라라099664,127.60903,34.992935,0,0.0779,LL,-0.601
라라099665,127.609031,34.993837,0,0.0816,LL,-0.734
라라099666,127.609032,34.994739,0,0.0779,LL,-0.601
라라099690,127.609061,35.01638,0,0.0889,LL,-0.667
라라099693,127.609064,35.019086,0,0.0,이웃없음,-0.298
라라099712,127.609087,35.036219,0,0.0695,LL,-0.642
라라099713,127.609088,35.03712,6,0.0569,LL,-0.699
라라099714,127.60909,35.038022,23,0.025,LL,-0.554
라라099723,127.6091,35.046138,0,0.0,이웃없음,-0.298
라라099727,127.609105,35.049745,0,0.0889,LL,-0.422
라라099729,127.609108,35.051548,6,0.0,이웃없음,-0.246
라라100591,127.610037,34.927106,16,0.0186,LL,-0.28
라라100592,127.610039,34.928008,9,0.0314,LL,-0.381
라라100593,127.61004,34.92891,11,0.0342,LL,-0.354
라라100611,127.610062,34.945141,0,0.0889,LL,-0.596
라라100613,127.610064,34.946945,0,0.0791,LL,-0.664
라라100614,127.610065,34.947847,11,0.0479,LL,-0.613
라라100615,127.610066,34.948748,9,0.0371,LL,-0.363
라라100620,127.610072,34.953257,10,0.0347,LL,-0.388
라라100621,127.610074,34.954159,24,0.0133,LL,-0.368
라라100622,127.610075,34.955061,34,0.0007,LL,-0.385
라라100623,127.610076,34.955962,22,0.0169,LL,-0.397
라라100626,127.61008,34.958668,7,0.0267,LL,-0.267
라라100634,127.610089,34.965882,0,0.0889,LL,-0.422
라라100636,127.610092,34.967685,1041,35.938,HH,11.287
라라100637,127.610093,34.968587,574,15.6215,HH,9.368
라라100639,127.610095,34.97039,12,0.0369,LL,-0.505
라라100640,127.610097,34.971292,7,-0.1934,LH,1.932
라라100641,127.610098,34.972194,0,-1.0454,LH,9.261
라라100642,127.610099,34.973096,636,21.0954,HH,12.568
라라100643,127.6101,34.973997,680,26.2892,HH,13.648
라라100644,127.610101,34.974899,178,3.0588,HH,6.067
라라100647,127.610105,34.977604,0,0.027,LL,-0.275
라라100656,127.610116,34.98572,0,0.076,LL,-0.532
라라100657,127.610117,34.986622,7,0.0614,LL,-0.625
라라100664,127.610126,34.992934,0,0.0724,LL,-0.618
라라100665,127.610127,34.993836,17,0.0426,LL,-0.803
라라100666,127.610128,34.994738,0,0.0724,LL,-0.618
라라100672,127.610135,35.000148,0,0.0,이웃없음,-0.298
라라100674,127.610138,35.001952,0,0.0,이웃없음,-0.298
라라100689,127.610156,35.015478,0,0.0889,LL,-0.516
라라100690,127.610157,35.016379,0,0.0889,LL,-0.667
라라100691,127.610158,35.017281,0,0.0889,LL,-0.667
라라100695,127.610163,35.020888,0,0.0,이웃없음,-0.298
라라100706,127.610176,35.030807,0,0.0,이웃없음,-0.298
라라100712,127.610184,35.036218,0,0.0721,LL,-0.566
라라100713,127.610185,35.037119,13,0.0457,LL,-0.629
라라100714,127.610186,35.038021,0,0.0528,LL,-0.415
라라100725,127.610199,35.04794,0,0.0889,LL,-0.422
라라100726,127.6102,35.048842,0,0.0889,LL,-0.596
라라100733,127.610209,35.055154,0,0.0,이웃없음,-0.298
라라101590,127.611131,34.926204,12,0.0336,LL,-0.396
라라101591,127.611132,34.927105,27,0.0123,LL,-0.492
라라101592,127.611134,34.928007,36,-0.003,HL,-0.61
라라101593,127.611135,34.928909,0,0.06,LL,-0.533
라라101603,127.611147,34.937926,0,0.0,이웃없음,-0.298
라라101613,127.611159,34.946944,0,0.0747,LL,-0.462
라라101615,127.611162,34.948747,26,0.0155,LL,-0.287
라라101622,127.61117,34.95506,0,0.0335,LL,-0.334
라라101623,127.611171,34.955961,6,0.0337,LL,-0.328
라라101626,127.611175,34.958667,7,0.0636,LL,-0.447
라라101629,127.611179,34.961372,0,0.0,이웃없음,-0.298
라라101636,127.611187,34.967684,866,33.4298,HH,11.542
라라101637,127.611188,34.968586,258,9.8423,HH,12.296
라라101638,127.61119,34.969488,7,-0.5852,LH,6.017
라라101639,127.611191,34.970389,23,-0.0967,LH,2.376
라라101640,127.611192,34.971291,21,-0.0937,LH,2.106
라라101641,127.611193,34.972193,567,9.0389,HH,6.494
라라101642,127.611194,34.973095,870,22.4769,HH,9.796
라라101643,127.611196,34.973996,219,7.6657,HH,9.319
라라101645,127.611198,34.9758,0,-0.3696,LH,0.666
라라101657,127.611213,34.986621,8,0.0564,LL,-0.543
라라101658,127.611214,34.987523,8,0.0524,LL,-0.458
라라101664,127.611221,34.992933,0,0.0614,LL,-0.458
라라101665,127.611222,34.993835,15,0.0453,LL,-0.618
라라101666,127.611224,34.994737,0,0.0614,LL,-0.458
라라101685,127.611247,35.01187,0,0.0,이웃없음,-0.298
라라101691,127.611254,35.01728,0,0.0698,LL,-0.6
라라101692,127.611255,35.018182,0,0.065,LL,-0.524
라라101704,127.61127,35.029003,0,0.0,이웃없음,-0.298
라라101712,127.61128,35.036217,7,0.0575,LL,-0.417
라라101721,127.611291,35.044332,11,0.05,LL,-0.318
라라101727,127.611298,35.049743,0,0.0889,LL,-0.422
라라101754,127.611331,35.074089,0,0.0,이웃없음,-0.298
라라101853,127.611453,35.16336,0,0.0,이웃없음,-0.298
라라102586,127.612221,34.922596,0,0.0889,LL,-0.422
라라102590,127.612226,34.926203,15,0.0313,LL,-0.363
라라102591,127.612227,34.927104,0,0.0425,LL,-0.413
라라102592,127.612228,34.928006,0,0.0618,LL,-0.583
라라102593,127.61223,34.928908,0,0.0657,LL,-0.528
