gid,lon,lat,인구,LISA_I,LISA유형,Gi_z
라라195663,127.714221,34.991893,7,0.0523,LL,-0.547
라라195665,127.714226,34.993697,6,0.0734,LL,-0.486
라라195677,127.714254,35.004518,0,0.0599,LL,-0.493
라라195678,127.714257,35.005419,31,0.0058,LL,-0.406
라라195679,127.714259,35.006321,11,0.025,LL,-0.311
라라195695,127.714297,35.020749,50,-0.0191,HL,-0.306
라라195696,127.714299,35.021651,35,-0.0005,HL,-0.293
라라195697,127.714301,35.022552,21,0.023,LL,-0.529
라라195698,127.714304,35.023454,7,0.0486,LL,-0.515
라라195699,127.714306,35.024356,21,0.033,LL,-0.559
라라195700,127.714308,35.025258,0,0.0618,LL,-0.412
라라195716,127.714346,35.039685,0,0.0889,LL,-0.422
라라195727,127.714372,35.049604,0,0.0763,LL,-0.74
라라195728,127.714374,35.050506,0,0.0785,LL,-0.758
라라195729,127.714377,35.051408,0,0.0796,LL,-0.667
라라195730,127.714379,35.052309,0,0.0889,LL,-0.516
라라195754,127.714436,35.073951,0,0.0,이웃없음,-0.298
라라195758,127.714445,35.077558,0,0.076,LL,-0.467
라라195762,127.714454,35.081165,0,0.0889,LL,-0.422
라라196628,127.715235,34.96033,0,0.0,이웃없음,-0.298
라라196632,127.715244,34.963937,8,-0.2694,LH,2.584
라라196633,127.715246,34.964839,571,6.3659,HH,5.042
라라196634,127.715249,34.965741,545,11.801,HH,8.613
라라196635,127.715251,34.966643,456,10.2118,HH,7.741
라라196640,127.715263,34.971151,6,0.0734,LL,-0.385
라라196642,127.715268,34.972955,6,0.0516,LL,-0.485
라라196643,127.71527,34.973857,29,0.0109,LL,-0.431
라라196644,127.715272,34.974758,14,0.0348,LL,-0.431
라라196645,127.715275,34.97566,6,0.0585,LL,-0.417
라라196647,127.715279,34.977464,0,0.0889,LL,-0.422
라라196656,127.715301,34.985579,0,0.0889,LL,-0.422
라라196659,127.715308,34.988284,11,0.0526,LL,-0.555
라라196660,127.71531,34.989186,0,0.0674,LL,-0.626
라라196661,127.715312,34.990088,13,0.0416,LL,-0.533
라라196662,127.715315,34.99099,21,0.026,LL,-0.551
라라196663,127.715317,34.991891,10,0.0439,LL,-0.466
라라196691,127.715383,35.01714,0,0.0689,LL,-0.547
라라196692,127.715386,35.018042,12,0.0479,LL,-0.528
라라196694,127.71539,35.019845,0,0.0451,LL,-0.431
라라196695,127.715393,35.020747,19,0.0234,LL,-0.48
라라196696,127.715395,35.021649,8,0.0326,LL,-0.457
라라196697,127.715397,35.02255,12,0.0361,LL,-0.495
라라196717,127.715445,35.040585,0,0.0889,LL,-0.422
라라196725,127.715464,35.047799,0,0.085,LL,-0.644
라라196726,127.715466,35.048701,6,0.0674,LL,-0.714
라라196727,127.715468,35.049602,10,0.0591,LL,-0.714
라라196728,127.715471,35.050504,0,0.0801,LL,-0.671
라라196756,127.715537,35.075752,11,0.0,이웃없음,-0.203
라라196758,127.715542,35.077556,0,0.0599,LL,-0.493
라라196759,127.715544,35.078458,10,0.0503,LL,-0.572
라라197598,127.716259,34.933276,232,4.4114,HH,4.732
라라197599,127.716261,34.934178,234,4.4193,HH,5.94
라라197600,127.716264,34.93508,250,4.3715,HH,5.556
라라197601,127.716266,34.935981,292,5.2965,HH,4.685
라라197613,127.716294,34.946802,0,0.0889,LL,-0.422
라라197615,127.716299,34.948606,18,0.0236,LL,-0.32
라라197622,127.716316,34.954918,0,0.0,이웃없음,-0.298
라라197631,127.716337,34.963034,17,-0.0205,LH,0.215
라라197632,127.716339,34.963935,57,0.201,HH,2.629
라라197633,127.716342,34.964837,207,2.4535,HH,4.891
라라197634,127.716344,34.965739,337,8.7007,HH,9.757
라라197635,127.716346,34.966641,584,16.8246,HH,9.177
라라197643,127.716365,34.973855,12,0.0305,LL,-0.333
라라197645,127.71637,34.975658,0,0.0631,LL,-0.467
라라197647,127.716375,34.977462,0,0.0803,LL,-0.553
라라197659,127.716403,34.988282,0,0.0794,LL,-0.549
라라197663,127.716413,34.991889,0,0.0489,LL,-0.362
라라197689,127.716475,35.015335,0,-0.0026,LH,-0.162
라라197690,127.716477,35.016236,11,0.0342,LL,-0.392
라라197691,127.716479,35.017138,0,0.0498,LL,-0.492
라라197692,127.716482,35.01804,8,0.0458,LL,-0.541
라라197693,127.716484,35.018942,16,0.0319,LL,-0.55
라라197694,127.716487,35.019843,0,0.0513,LL,-0.532
라라197695,127.716489,35.020745,0,0.0673,LL,-0.702
라라197696,127.716491,35.021647,7,0.0575,LL,-0.725
라라197697,127.716494,35.022548,0,0.0719,LL,-0.614
라라197710,127.716525,35.034271,0,0.0,이웃없음,-0.298
라라197724,127.716558,35.046895,0,0.0889,LL,-0.516
라라197725,127.71656,35.047797,0,0.085,LL,-0.644
라라197726,127.716563,35.048699,0,0.079,LL,-0.714
라라197727,127.716565,35.0496,7,0.0643,LL,-0.649
라라197758,127.716639,35.077554,13,0.0425,LL,-0.493
라라197759,127.716641,35.078456,22,0.0279,LL,-0.572
라라197760,127.716644,35.079357,0,0.0614,LL,-0.458
라라198598,127.717354,34.933274,442,4.8587,HH,4.257
라라198599,127.717356,34.934176,325,4.7452,HH,5.571
라라198600,127.717359,34.935078,407,5.5483,HH,5.409
라라198601,127.717361,34.935979,273,3.2111,HH,4.316
라라198614,127.717392,34.947702,0,0.0519,LL,-0.411
라라198615,127.717394,34.948604,25,0.0152,LL,-0.32
라라198616,127.717397,34.949506,21,0.0131,LL,-0.197
라라198626,127.71742,34.958523,0,0.0,이웃없음,-0.298
라라198630,127.71743,34.96213,20,-0.0155,LH,0.201
라라198631,127.717432,34.963032,63,0.0631,HH,0.722
라라198632,127.717435,34.963933,103,0.2672,HH,1.403
라라198633,127.717437,34.964835,110,0.606,HH,2.697
라라198634,127.71744,34.965737,69,0.8407,HH,7.627
라라198635,127.717442,34.966639,816,18.6768,HH,8.408
라라198646,127.717468,34.976558,10,0.0631,LL,-0.553
라라198647,127.717471,34.97746,0,0.076,LL,-0.467
라라198650,127.717478,34.980165,9,0.0,이웃없음,-0.22
라라198659,127.717499,34.98828,0,0.0889,LL,-0.422
라라198684,127.717559,35.010824,0,0.0,이웃없음,-0.298
라라198690,127.717573,35.016234,60,-0.0527,HL,-0.459
라라198692,127.717578,35.018038,0,0.0237,LL,-0.303
라라198693,127.71758,35.01894,40,-0.0063,HL,-0.339
라라198694,127.717583,35.019841,20,0.0168,LL,-0.376
라라198695,127.717585,35.020743,7,0.0527,LL,-0.593
라라198696,127.717587,35.021645,6,0.0674,LL,-0.66
라라198697,127.71759,35.022546,0,0.0777,LL,-0.54
라라198717,127.717638,35.040581,0,0.0734,LL,-0.385
라라198718,127.71764,35.041483,6,0.0734,LL,-0.385
라라198727,127.717662,35.049598,0,0.0798,LL,-0.481
라라198759,127.717738,35.078454,0,0.0663,LL,-0.532
라라199597,127.718446,34.93237,96,0.6096,HH,2.291
라라199598,127.718449,34.933272,84,0.6161,HH,3.117
라라199600,127.718454,34.935076,124,1.3821,HH,4.348
라라199601,127.718456,34.935977,140,1.1393,HH,3.418
라라199602,127.718458,34.936879,76,0.3914,HH,2.375
라라199604,127.718463,34.938683,217,2.1188,HH,2.805
라라199605,127.718466,34.939584,165,2.3433,HH,3.051
라라199629,127.718523,34.961226,25,-0.0049,LH,0.088
라라199630,127.718525,34.962128,62,0.0227,HH,0.321
라라199631,127.718528,34.96303,77,0.0944,HH,0.809
라라199632,127.71853,34.963932,113,0.2703,HH,1.29
라라199633,127.718533,34.964833,50,0.0926,HH,1.89
라라199634,127.718535,34.965735,200,2.8389,HH,5.776
라라199635,127.718537,34.966637,583,8.3267,HH,5.78
라라199644,127.718559,34.974752,6,0.0564,LL,-0.336
라라199652,127.718578,34.981966,0,0.0,이웃없음,-0.298
라라199688,127.718664,35.014429,0,0.0734,LL,-0.385
라라199689,127.718667,35.015331,6,0.0308,LL,-0.311
라라199690,127.718669,35.016232,0,0.0116,LL,-0.207
라라199691,127.718672,35.017134,24,0.0115,LL,-0.296
라라199692,127.718674,35.018036,39,-0.0029,HL,-0.152
라라199693,127.718676,35.018938,50,-0.0135,HL,-0.223
라라199694,127.718679,35.019839,20,0.0084,LL,-0.211
라라199703,127.7187,35.027955,6,0.0528,LL,-0.445
라라199704,127.718703,35.028857,0,0.0599,LL,-0.493
라라199710,127.718717,35.034267,0,0.0605,LL,-0.354
라라199723,127.718748,35.04599,0,0.0828,LL,-0.566
라라199759,127.718835,35.078452,0,0.0464,LL,-0.352
라라200597,127.719541,34.932368,74,0.1625,HH,1.112
라라200598,127.719544,34.93327,69,0.1445,HH,1.112
라라200600,127.719549,34.935074,55,0.1936,HH,2.035
라라200601,127.719551,34.935975,248,1.1671,HH,2.22
라라200602,127.719553,34.936877,71,0.2793,HH,2.305
라라200603,127.719556,34.937779,72,0.3926,HH,3.116
라라200604,127.719558,34.938681,333,2.9039,HH,3.353
라라200626,127.719611,34.958519,0,-0.0614,LH,0.16
라라200627,127.719613,34.959421,60,0.0329,HH,0.395
라라200628,127.719616,34.960323,48,0.0249,HH,0.528
라라200629,127.719618,34.961224,22,-0.0167,LH,0.346
라라200630,127.719621,34.962126,55,0.0111,HH,0.226
라라200631,127.719623,34.963028,57,0.0426,HH,0.65
라라200632,127.719626,34.96393,41,0.0405,HH,1.942
라라200633,127.719628,34.964831,144,0.8697,HH,2.769
라라200634,127.71963,34.965733,136,1.5714,HH,4.748
라라200635,127.719633,34.966635,206,2.155,HH,3.576
라라200636,127.719635,34.967536,0,-0.9272,LH,3.421
라라200643,127.719652,34.973849,8,0.0564,LL,-0.336
라라200681,127.719744,35.008115,0,0.0889,LL,-0.422
라라200682,127.719746,35.009017,0,0.0889,LL,-0.422
라라200692,127.71977,35.018034,0,0.009,LL,-0.183
라라200693,127.719772,35.018936,42,-0.0088,HL,-0.315
라라200694,127.719775,35.019837,22,0.0147,LL,-0.376
라라200695,127.719777,35.020739,6,0.0449,LL,-0.473
라라200696,127.71978,35.021641,12,0.042,LL,-0.362
라라200703,127.719797,35.027953,8,0.0504,LL,-0.445
라라200704,127.719799,35.028855,21,0.0287,LL,-0.493
라라200705,127.719801,35.029756,10,0.0439,LL,-0.362
라라200710,127.719814,35.034265,11,0.0605,LL,-0.354
라라200718,127.719833,35.041479,0,0.0889,LL,-0.422
라라200719,127.719835,35.042381,0,0.0889,LL,-0.422
라라200722,127.719843,35.045086,7,0.0708,LL,-0.481
라라200723,127.719845,35.045988,0,0.0828,LL,-0.566
라라200724,127.719847,35.046889,0,0.0889,LL,-0.516
라라200730,127.719862,35.0523,0,0.0,이웃없음,-0.298
라라200739,127.719884,35.060415,0,0.0,이웃없음,-0.298
라라200757,127.719927,35.076646,0,0.0889,LL,-0.422
라라200759,127.719932,35.07845,33,0.0031,LL,-0.372
라라201597,127.720636,34.932366,72,0.1571,HH,1.122
라라201598,127.720639,34.933268,127,0.2981,HH,1.149
라라201601,127.720646,34.935973,132,0.8505,HH,2.61
라라201602,127.720648,34.936875,156,1.1453,HH,3.262
라라201603,127.720651,34.937777,135,1.2418,HH,3.849
라라201604,127.720653,34.938679,235,2.44,HH,3.296
라라201620,127.720692,34.953107,0,0.0777,LL,-0.54
라라201621,127.720694,34.954008,0,0.0777,LL,-0.54
라라201626,127.720706,34.958517,0,-0.065,LH,0.257
라라201627,127.720709,34.959419,115,0.0708,HH,0.498
라라201628,127.720711,34.960321,96,0.1142,HH,0.751
라라201629,127.720714,34.961222,37,0.0052,HH,0.644
라라201630,127.720716,34.962124,44,0.0188,HH,0.639
라라201631,127.720718,34.963026,10,-0.0672,LH,0.777
라라201632,127.720721,34.963928,77,0.2804,HH,2.021
라라201633,127.720723,34.964829,415,1.6477,HH,2.381
라라201634,127.720726,34.965731,95,0.8616,HH,3.184
라라201647,127.720757,34.977454,8,0.0682,LL,-0.476
라라201651,127.720767,34.981061,7,0.0,이웃없음,-0.238
라라201655,127.720777,34.984668,0,0.0,이웃없음,-0.298
라라201693,127.720869,35.018934,0,0.0559,LL,-0.505
라라201694,127.720871,35.019835,0,0.0461,LL,-0.438
라라201695,127.720873,35.020737,13,0.0393,LL,-0.462
라라201707,127.720903,35.031558,0,0.0889,LL,-0.422
라라201741,127.720985,35.062217,0,0.0889,LL,-0.422
라라201758,127.721026,35.077546,0,0.0482,LL,-0.452
라라201759,127.721029,35.078448,19,0.0226,LL,-0.361
라라202597,127.721731,34.932364,67,0.2361,HH,1.832
라라202598,127.721734,34.933266,116,0.5524,HH,2.192
라라202599,127.721736,34.934168,68,0.327,HH,2.151
라라202601,127.721741,34.935971,95,0.7039,HH,2.282
라라202602,127.721743,34.936873,283,1.7347,HH,2.646
라라202603,127.721746,34.937775,250,2.0482,HH,3.007
라라202620,127.721787,34.953105,13,0.0531,LL,-0.66
라라202621,127.72179,34.954006,0,0.0805,LL,-0.617
라라202627,127.721804,34.959417,64,0.0532,HH,0.57
라라202628,127.721807,34.960319,56,0.0524,HH,0.814
라라202629,127.721809,34.96122,73,0.0906,HH,0.838
라라202630,127.721811,34.962122,103,0.1093,HH,0.691
라라202631,127.721814,34.963024,131,0.1436,HH,0.722
라라202632,127.721816,34.963926,62,0.2035,HH,1.846
라라202644,127.721845,34.974746,0,0.0889,LL,-0.422
라라202647,127.721853,34.977452,0,0.082,LL,-0.562
라라202648,127.721855,34.978353,0,0.0837,LL,-0.636
라라202692,127.721962,35.01803,0,0.0889,LL,-0.422
라라202707,127.721999,35.031556,0,0.0889,LL,-0.422
라라202710,127.722006,35.034261,0,0.0,이웃없음,-0.298
라라202722,127.722035,35.045082,0,0.0,이웃없음,-0.298
라라202742,127.722084,35.063116,0,0.0768,LL,-0.536
라라202743,127.722087,35.064018,0,0.0554,LL,-0.428
라라202758,127.722123,35.077544,17,0.0324,LL,-0.398
라라202759,127.722126,35.078446,10,0.0411,LL,-0.398
라라203597,127.722826,34.932362,125,0.6723,HH,1.681
라라203598,127.722829,34.933264,219,1.0951,HH,2.162
라라203599,127.722831,34.934166,199,0.9985,HH,2.015
라라203603,127.722841,34.937773,0,-0.5975,LH,2.143
라라203618,127.722877,34.951299,0,0.0828,LL,-0.566
라라203619,127.72288,34.952201,7,0.0664,LL,-0.724
라라203620,127.722882,34.953103,0,0.0785,LL,-0.66
라라203627,127.722899,34.959415,10,-0.0324,LH,0.226
라라203628,127.722902,34.960317,75,0.0594,HH,0.569
라라203629,127.722904,34.961218,67,0.0761,HH,0.817
라라203630,127.722907,34.96212,50,0.0372,HH,0.786
라라203631,127.722909,34.963022,35,0.001,HH,0.544
라라203643,127.722939,34.973843,0,0.0889,LL,-0.422
라라203647,127.722948,34.97745,0,0.0889,LL,-0.516
라라203649,127.722953,34.979253,0,0.0889,LL,-0.516
라라203650,127.722956,34.980155,0,0.0889,LL,-0.422
라라203697,127.723071,35.022537,0,0.0785,LL,-0.476
라라203719,127.723125,35.042375,0,0.082,LL,-0.562
라라203720,127.723127,35.043276,0,0.082,LL,-0.562
라라203743,127.723183,35.064016,14,0.0421,LL,-0.558
라라203744,127.723186,35.064918,25,0.0207,LL,-0.603
라라203745,127.723188,35.06582,8,0.0559,LL,-0.539
라라203755,127.723213,35.074837,0,0.0889,LL,-0.516
라라203756,127.723215,35.075739,0,0.0889,LL,-0.516
라라204599,127.723926,34.934164,109,0.6146,HH,2.213
라라204600,127.723929,34.935066,67,0.2002,HH,1.571
라라204601,127.723931,34.935967,37,0.0131,HH,0.711
라라204618,127.723973,34.951297,0,0.0724,LL,-0.618
라라204619,127.723975,34.952199,0,0.0766,LL,-0.786
라라204620,127.723978,34.953101,0,0.0755,LL,-0.688
라라204627,127.723995,34.959413,20,-0.0003,LH,-0.046
라라204628,127.723997,34.960315,46,0.0081,HH,0.249
라라204629,127.724,34.961216,97,0.0723,HH,0.538
라라204630,127.724002,34.962118,27,-0.0045,LH,0.166
라라204631,127.724005,34.96302,0,0.0039,LL,-0.148
라라204635,127.724014,34.966627,0,0.0889,LL,-0.516
라라204638,127.724022,34.969332,0,0.0889,LL,-0.422
라라204639,127.724024,34.970234,0,0.0889,LL,-0.422
라라204641,127.724029,34.972037,0,0.0,이웃없음,-0.298
라라204690,127.72415,35.016222,0,0.0889,LL,-0.422
라라204697,127.724167,35.022535,8,0.0648,LL,-0.609
라라204698,127.724169,35.023436,0,0.0792,LL,-0.609
라라204709,127.724196,35.033355,0,0.0682,LL,-0.373
라라204710,127.724199,35.034257,8,0.0682,LL,-0.373
라라204719,127.724221,35.042373,8,0.0682,LL,-0.636
라라204720,127.724223,35.043274,0,0.0837,LL,-0.636
라라204743,127.72428,35.064014,10,0.0393,LL,-0.385
라라204744,127.724283,35.064916,0,0.0595,LL,-0.529
라라204745,127.724285,35.065818,0,0.0719,LL,-0.614
라라204746,127.724288,35.066719,0,0.0837,LL,-0.636
라라204751,127.7243,35.071228,0,0.0751,LL,-0.527
라라204752,127.724302,35.07213,0,0.0751,LL,-0.527
라라204756,127.724312,35.075737,0,0.0889,LL,-0.516
라라204758,127.724317,35.07754,0,0.0889,LL,-0.422
라라204759,127.72432,35.078442,0,0.0889,LL,-0.422
라라205599,127.725021,34.934162,98,0.339,HH,1.202
라라205600,127.725024,34.935064,142,0.3471,HH,1.084
라라205618,127.725068,34.951295,7,0.0577,LL,-0.593
라라205619,127.72507,34.952197,18,0.0377,LL,-0.706
라라205620,127.725073,34.953099,6,0.062,LL,-0.665
라라205621,127.725075,34.954,0,0.085,LL,-0.644
라라205622,127.725078,34.954902,0,0.0889,LL,-0.422
라라205627,127.72509,34.959411,0,0.0234,LL,-0.282
라라205628,127.725093,34.960313,43,-0.0024,HL,-0.062
라라205629,127.725095,34.961214,39,0.0021,HH,0.154
라라205630,127.725097,34.962116,53,-0.0074,HL,-0.058
라라205631,127.7251,34.963018,0,0.0277,LL,-0.3
라라205634,127.725107,34.965723,0,0.0889,LL,-0.596
라라205635,127.72511,34.966625,0,0.0889,LL,-0.516
라라205666,127.725186,34.994579,0,0.0725,LL,-0.514
라라205667,127.725189,34.99548,0,0.0798,LL,-0.481
라라205688,127.725241,35.014417,0,0.082,LL,-0.562
라라205691,127.725248,35.017122,0,0.0502,LL,-0.466
라라205692,127.725251,35.018024,0,0.0409,LL,-0.402
라라205693,127.725253,35.018926,16,0.0283,LL,-0.346
라라205697,127.725263,35.022532,7,0.0667,LL,-0.609
라라205698,127.725265,35.023434,0,0.0792,LL,-0.609
라라205701,127.725273,35.026139,0,0.064,LL,-0.471
라라205702,127.725275,35.027041,6,0.0572,LL,-0.575
라라205703,127.725278,35.027943,0,0.0511,LL,-0.406
라라205719,127.725317,35.042371,0,0.0837,LL,-0.636
라라205746,127.725384,35.066717,0,0.0889,LL,-0.596
라라205747,127.725387,35.067619,0,0.0715,LL,-0.562
라라205748,127.725389,35.068521,27,0.0174,LL,-0.436
라라205749,127.725392,35.069422,10,0.0411,LL,-0.398
라라205751,127.725397,35.071226,8,0.0591,LL,-0.621
라라205752,127.725399,35.072128,8,0.0613,LL,-0.582
라라206597,127.726111,34.932356,0,0.0,이웃없음,-0.298
라라206617,127.726161,34.950391,0,0.0708,LL,-0.379
라라206619,127.726166,34.952195,14,0.0409,LL,-0.493
라라206620,127.726168,34.953097,0,0.0644,LL,-0.52
라라206627,127.726185,34.959409,0,-0.3773,LH,2.132
라라206628,127.726188,34.96031,18,-0.1402,LH,2.385
라라206629,127.72619,34.961212,26,-0.0729,LH,2.625
라라206630,127.726193,34.962114,15,-0.0667,LH,0.835
라라206633,127.7262,34.964819,0,0.0889,LL,-0.516
라라206664,127.726277,34.992773,11,0.0377,LL,-0.423
라라206665,127.72628,34.993675,12,0.0459,LL,-0.561
라라206666,127.726282,34.994577,7,0.0647,LL,-0.593
라라206671,127.726295,34.999085,0,0.0,이웃없음,-0.298
라라206673,127.7263,35.000889,0,0.0425,LL,-0.363
라라206674,127.726302,35.001791,17,0.033,LL,-0.458
라라206675,127.726304,35.002692,0,0.0528,LL,-0.45
라라206676,127.726307,35.003594,0,0.0695,LL,-0.551
라라206677,127.726309,35.004496,0,0.0612,LL,-0.501
라라206679,127.726314,35.006299,8,0.0445,LL,-0.357
라라206683,127.726324,35.009906,10,0.0521,LL,-0.407
라라206684,127.726327,35.010808,0,0.0614,LL,-0.458
라라206685,127.726329,35.01171,10,0.0466,LL,-0.377
라라206687,127.726334,35.013513,0,0.0773,LL,-0.597
라라206688,127.726337,35.014415,0,0.0847,LL,-0.702
라라206689,127.726339,35.015317,8,0.054,LL,-0.575
라라206690,127.726342,35.016218,10,0.0387,LL,-0.495
라라206691,127.726344,35.01712,35,-0.0008,HL,-0.48
라라206692,127.726347,35.018022,30,0.0082,LL,-0.575
라라206693,127.726349,35.018924,12,0.0401,LL,-0.501
라라206698,127.726362,35.023432,0,0.0708,LL,-0.559
라라206701,127.726369,35.026137,0,0.0637,LL,-0.516
라라206702,127.726372,35.027039,23,0.0252,LL,-0.613
라라206703,127.726374,35.027941,15,0.036,LL,-0.458
라라206706,127.726382,35.030646,8,0.0564,LL,-0.417
라라206711,127.726394,35.035155,0,0.0,이웃없음,-0.298
라라206718,127.726411,35.041467,0,0.0889,LL,-0.596
라라206719,127.726414,35.042369,0,0.0889,LL,-0.596
라라206748,127.726486,35.068519,0,0.0571,LL,-0.436
라라206750,127.726491,35.070322,9,0.0504,LL,-0.454
라라206751,127.726493,35.071224,6,0.0557,LL,-0.462
라라206757,127.726508,35.076634,0,0.0,이웃없음,-0.298
라라207602,127.727219,34.936863,65,0.1674,HH,0.636
라라207605,127.727226,34.939568,10,-0.208,LH,1.664
라라207606,127.727228,34.94047,134,0.7035,HH,2.023
라라207607,127.727231,34.941372,138,0.6742,HH,1.749
라라207615,127.727251,34.948586,163,0.0,이웃없음,1.11
라라207622,127.727268,34.954898,0,0.0889,LL,-0.516
라라207628,127.727283,34.960308,663,6.6632,HH,4.839
라라207629,127.727286,34.96121,267,2.8403,HH,4.444
라라207630,127.727288,34.962112,97,0.2442,HH,1.231
라라207633,127.727296,34.964817,0,0.0889,LL,-0.422
라라207662,127.727368,34.990968,0,0.0451,LL,-0.347
라라207663,127.72737,34.991869,22,0.0226,LL,-0.423
라라207664,127.727373,34.992771,18,0.0286,LL,-0.423
라라207665,127.727375,34.993673,0,0.0579,LL,-0.481
라라207673,127.727395,35.000887,18,0.0314,LL,-0.458
라라207674,127.727398,35.001788,19,0.0318,LL,-0.54
라라207676,127.727403,35.003592,20,0.0346,LL,-0.551
라라207677,127.727405,35.004494,10,0.051,LL,-0.579
라라207678,127.727408,35.005395,13,0.0461,LL,-0.582
라라207679,127.72741,35.006297,11,0.0482,LL,-0.458
라라207683,127.72742,35.009904,12,0.0523,LL,-0.501
라라207686,127.727428,35.012609,18,0.0384,LL,-0.475
라라207687,127.72743,35.013511,0,0.0734,LL,-0.519
라라207689,127.727435,35.015315,0,0.0662,LL,-0.575
라라207690,127.727438,35.016216,26,0.0151,LL,-0.495
라라207691,127.72744,35.017118,11,0.0289,LL,-0.4
라라207692,127.727443,35.01802,7,0.0347,LL,-0.395
라라207693,127.727445,35.018921,0,0.0468,LL,-0.385
라라207697,127.727455,35.022528,21,0.0348,LL,-0.506
라라207698,127.727458,35.02343,0,0.0708,LL,-0.506
라라207702,127.727468,35.027037,10,0.0399,LL,-0.389
라라207706,127.727478,35.030644,12,0.0512,LL,-0.417
라라207707,127.72748,35.031546,0,0.0631,LL,-0.417
라라207713,127.727495,35.036956,0,0.0,이웃없음,-0.298
라라207719,127.72751,35.042367,0,0.0777,LL,-0.54
라라208601,127.728311,34.935959,108,0.3284,HH,1.093
라라208604,127.728319,34.938665,103,0.5997,HH,2.078
라라208605,127.728321,34.939566,199,1.2484,HH,2.678
라라208606,127.728324,34.940468,157,0.8414,HH,2.475
라라208607,127.728326,34.94137,142,0.6715,HH,1.992
라라208608,127.728329,34.942272,54,0.1221,HH,1.171
라라208621,127.728361,34.953994,0,0.0889,LL,-0.516
라라208623,127.728366,34.955798,0,0.0889,LL,-0.516
라라208628,127.728379,34.960306,553,7.3745,HH,5.192
라라208629,127.728381,34.961208,195,2.3222,HH,4.638
라라208630,127.728384,34.96211,18,-0.0952,LH,1.306
라라208631,127.728386,34.963012,0,-0.0592,LH,0.057
라라208662,127.728464,34.990966,12,0.0449,LL,-0.501
라라208670,127.728484,34.998179,0,0.0,이웃없음,-0.298
라라208673,127.728491,35.000885,0,0.0412,LL,-0.332
라라208678,127.728504,35.005393,0,0.0597,LL,-0.449
라라208683,127.728516,35.009902,0,0.0579,LL,-0.348
라라208690,127.728534,35.016214,0,0.0571,LL,-0.436
라라208697,127.728551,35.022526,0,0.0618,LL,-0.412
라라208717,127.728602,35.040561,7,0.0641,LL,-0.59
라라208718,127.728604,35.041463,13,0.0531,LL,-0.66
라라208751,127.728687,35.07122,0,0.0,이웃없음,-0.298
라라209600,127.729404,34.935055,138,0.3454,HH,1.154
라라209601,127.729406,34.935957,80,0.1865,HH,1.13
라라209604,127.729414,34.938662,235,1.6242,HH,2.623
라라209605,127.729416,34.939564,163,1.1593,HH,2.789
라라209606,127.729419,34.940466,151,0.9803,HH,2.4
라라209607,127.729421,34.941368,75,0.2767,HH,1.572
라라209622,127.729459,34.954894,0,0.0889,LL,-0.596
라라209628,127.729474,34.960304,0,-0.5533,LH,2.636
라라209629,127.729476,34.961206,0,-0.4044,LH,2.295
라라209661,127.729557,34.990062,0,0.0708,LL,-0.506
라라209662,127.729559,34.990964,9,0.0581,LL,-0.506
라라209713,127.729688,35.036952,0,0.0889,LL,-0.516
라라209716,127.729696,35.039657,0,0.0798,LL,-0.481
라라209717,127.729698,35.040559,0,0.076,LL,-0.59
라라209718,127.729701,35.041461,0,0.076,LL,-0.59
라라209719,127.729703,35.042362,0,0.0721,LL,-0.452
라라210599,127.730496,34.934152,84,0.2883,HH,1.025
라라210600,127.730499,34.935053,87,0.147,HH,0.847
라라210601,127.730501,34.935955,37,0.0118,HH,1.247
라라210602,127.730504,34.936857,77,0.1999,HH,1.374
라라210603,127.730506,34.937759,163,0.8411,HH,2.139
라라210604,127.730509,34.93866,87,0.423,HH,2.09
라라210623,127.730557,34.955794,0,0.0889,LL,-0.422
라라210661,127.730653,34.99006,0,0.0773,LL,-0.471
라라210703,127.730759,35.027933,0,0.0811,LL,-0.486
라라210713,127.730784,35.03695,0,0.0889,LL,-0.596
라라210714,127.730787,35.037852,0,0.0843,LL,-0.64
라라210746,127.730868,35.066707,8,0.0682,LL,-0.373
라라210754,127.730888,35.073921,0,0.0,이웃없음,-0.298
라라210756,127.730893,35.075724,0,0.0,이웃없음,-0.298
라라211601,127.731596,34.935953,21,-0.0511,LH,0.949
라라211602,127.731599,34.936855,183,0.5669,HH,1.607
라라211603,127.731601,34.937757,101,0.3997,HH,2.048
라라211604,127.731604,34.938658,50,0.086,HH,1.508
라라211606,127.731609,34.940462,0,-0.0983,LH,0.346
라라211607,127.731611,34.941364,41,0.0381,HH,1.239
라라211608,127.731614,34.942265,109,0.4077,HH,1.557
라라211609,127.731616,34.943167,155,0.5923,HH,1.374
라라211644,127.731705,34.974728,0,0.076,LL,-0.467
라라211669,127.731769,34.997272,0,0.0889,LL,-0.422
라라211702,127.731853,35.027029,0,0.0811,LL,-0.486
라라211703,127.731855,35.02793,6,0.0734,LL,-0.486
라라211714,127.731883,35.03785,0,0.0828,LL,-0.566
라라211715,127.731886,35.038751,7,0.0708,LL,-0.481
라라211744,127.73196,35.064901,0,0.0489,LL,-0.362
라라211746,127.731965,35.066705,0,0.0614,LL,-0.458
라라212601,127.732691,34.935951,43,0.0317,HH,0.911
라라212602,127.732694,34.936853,84,0.2407,HH,1.645
라라212603,127.732696,34.937754,159,0.7007,HH,2.097
라라212604,127.732699,34.938656,117,0.4307,HH,1.749
라라212605,127.732701,34.939558,26,-0.039,LH,1.178
